"title";"buyer_price";"hammer_price";"link";"id";"status";"sold";"end_date";"description";"filling_date";"cask_number";"distillery";"year_distilled";"age";"cask_type";"original_litres_alcohol";"original_bulk_litres";"original_strength";"regauged_litres_alcohol";"regauged_bulk_litres";"regauged_strength"
"1 Hogshead Of Arran 1997 - Cask 18 - Held In Bond";4715;4100;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-arran-1997-cask-18-held-in-bond&mproductId=8638556012708&sort_by=p1766765112";"1075";"Winning Bid";TRUE;17499;"One cask of Arran Single Malt Scotch Whisky, originally purchased direct from Arran by the current owners. Distilled 1997. Originally filled into a Hogshead. Image is for illustration only. This cask was regauged on 30/10/2017. The regauged litres were found to be approximately 130. Bulk litres at a strength of 42.7%. This would currently yield approximately 185 x 70cl bottles of whisky currently at 20 years old. This cask is held in bond at Bladnoch distillery in Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes: Colour: Bronze. Nose: The naturally low cask strength works well here. There's lots of soft dunnage notes, wet earth, leaf mulch, moss, bracken and some earl grey tea as well. All in all rather leafy and fresh with a few notes of dried wild mushrooms, wild strawberries and a few crushed walnuts. Maybe a touch of lamp oil or camphor with time. Palate: Very chocolatey at first. Bitter dark chocolate, some smooth tannins that give a nice sense of composure and structure in the mouth. Also quite a few figs and berry fruits such as dark cherries, brambles and blackcurrants. Some herbal notes such as bay leaf and dried oregano, then cinnamon bark and a touch of quince paste. The overall feeling is one of immense softness and drinkability. However, the alcohol is still present and gives just the right amount of bite to keep everything nicely together. Finish: Good length considering the naturally low cask strength. Again this leafy and forest floor aspect sings loudest. More notes of tea - green and mint varieties this time - then a light oiliness and maybe a little more bitter chocolate. Some patisserie notes of pastry and freshly baked bread as well. Comments: This is a solid, very drinkable Arran which shows the delights of whiskies which reach naturally low cask strengths at  often surprising speeds. Obviously the buyer of this cask should seek to have it bottled within a year as this is really at its peak and any prolonged ageing could run the risk of dipping below 40%. However, as things stand, this is a very easy and delicious Arran.";NA;"Cask No: 18";"Distillery: Arran";"Distilled: 1997";"Age: 20 years old";"Cask Type: Hogshead";"Original Filled on 24/01/1997 With: 148.5 Litres of Alcohol";NA;NA;NA;"Re-gauged: 30/10/2017 - 130 Bulk litres";"Cask Strength: 42.7% ABV"
"1 Bourbon Barrel Of Glentauchers 2008 - 16 Year Old - Cask 900683 - Held In Bond";4600;4000;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bourbon-barrel-of-glentauchers-2008-16-year-old-cask-900683-held-in-bond&mproductId=15101918445949&sort_by=p1766765112";"0225-497";"Winning Bid";TRUE;20180;"One cask of Glentauchers Single Malt Scotch Whisky distilled in 2008 currently maturing at Duncan Taylor in Scotland. Annual storage fees currently stand at £70.58 + VAT per year and the new owner must make arrangements directly with the warehouse after the sale. Contact details will be given by the current cask owner. This cask was re-gauged 10-02-2025. The new re-gauged litres were found to be approximately 197.25 bulk litres at a strength of 60.4%. This would currently yield approximately 281 x 70cl bottles of cask strength whisky, currently at 16 years old. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from the bond or bottling will be the responsibility of the new cask owner. Once payment for this Lot is received from the buyer, the money will be held by Whisky-Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected. Payment is strictly by bank transfer. Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky-Online Auctions Tasting Notes: Nose:Wood shop must with shavings of oak and cedar wood slowly gives way to more defined spice notes of cinnamon and vanilla. Warm Danish pastries and Chantilly cream lie beneath with the slightest inflection of tropical fruit from mango and a touch of caramelised pineapple sprinkled with flex of orange zest. Palate:Expressive and complex. Juicy fruits intertwine with soft spices from mango to nutmeg to pineapple, through mace and nutmeg, to melon and vanilla with lychee and cinnamon. Creamy custard on coconut cake and a touch of burnt ends bitterness from dark chocolate. Finish:Creamy and clinging with the dark chocolate bitterness fading through soft baking spice and barley water. Comments: This hits the nail right on the head. Balance and complexity with layers of interest for anyone enjoying it. Initial concerns around the wood forward nature of the nose were utterly unfounded. A well delivered all round drinker from a dependable distillery that is crying out to be bottled asap.";"Originally filled: 17-07-2008";"Cask number: 900683";"Distillery: Glentauchers";NA;"Current age: 16 years old";"Cask type: Bourbon";"Original filled with: 170.30 litres of alcohol";NA;NA;NA;"New re-gauged bulk litres: 197.25 litres";"Current cask strength: 60.4%"
"1 Ex Bourbon Barrel Of Tullibardine - Cask 15 - Held In Bond";4255;3700;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-ex-bourbon-barrel-of-tullibardine-cask-15-held-in-bond&mproductId=8638553260196&sort_by=p1766765112";"1060";"Winning Bid";TRUE;17415;"One cask of Tullibardine Single Malt Scotch Whisky, originally purchased direct from Tullibardine by the current owners, Distilled 2007. Originally filled with 199 bulk litres at 63.8% into a bourbon barrel. This cask was regauged in July 2017. The regauged Litres Of Alcohol were found to be approximately 168 bulk litres at a strength of 59.0%. This would currently yield approximately 240 x 70cl bottles of whisky currently at 10 years old. This cask is held in bond. under the care of Tullibardine, Scotland.  Annual storage or removal must be arranged direct with the Warehouse or others after the sale. contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask certificate to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes: Tullibardine 2007 Cask No 15. 59%. Colour: White Wine Nose: Clean, citric and fresh with vanilla, parsley and butter. Plenty of these rather typical grassy and cereal tones with notes of toast, oatmeal and a littler minerality. With water: greener, slightly leafier, more organic with delicate notes of juniper, orange rind and bayleaf. Palate: Sharp at first, giving way to more cereal and vanilla sweetness. Some slightly estery fruitiness, aloe vera, watercress, a little white pepper and a touch of muesli. There is a slight citrus sharpness of fresh lemon juice but it's balanced by sweetness and a rising spiciness. With water: pleasingly herbal and still redolent with these cereal and vanilla notes. A little chlorophyll and camphor. Slight acridity in the finish. Impressions: This cask is pretty much exactly where you would expect a 10 year old Tullibardine to be at this stage of its maturation. The whisky is relatively well balanced and shows signs of positive maturity. The distillate is clean and remains fresh and, although the whisky is relatively sweet in style, there is not an excess of cask influence at this stage. Despite its positive attributes, however, there is clearly room for further improvement and this cask should continue to mature well for at least another five years.";NA;"Cask No: 15";"Distillery: Tullibardine";"Distilled: 2007";"Age: 10 years old";"Cask Type: Ex Bourbon Barrel";NA;NA;NA;NA;"Re-gauged July /2017-168 litres";"Strength: 59.0% ABV"
"1 Bourbon Barrel Of Miltonduff 2011 - 13 Year Old - Cask 900062 - Held In Bond";4025;3500;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bourbon-barrel-of-miltonduff-2011-13-year-old-cask-900062-held-in-bond&mproductId=15101895246205&sort_by=p1766765112";"0225-498";"Winning Bid";TRUE;20180;"One cask of Miltonduff Single Malt Scotch Whisky distilled in 2011 currently maturing at Duncan Taylor in Scotland. Annual storage fees currently stand at £70.58 + VAT per year and the new owner must make arrangements directly with the warehouse after the sale. Contact details will be given by the current cask owner. This cask was re-gauged 10-02-2025. The new re-gauged litres were found to be approximately 189.24 bulk litres at a strength of 61.27%. This would currently yield approximately 270 x 70cl bottles of cask strength whisky, currently 13 years old, turns 14 years old in April 2025 Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from the bond or bottling will be the responsibility of the new cask owner. Once payment for this Lot is received from the buyer, the money will be held by Whisky-Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected. Payment is strictly by bank transfer. Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky-Online Auctions Tasting Notes: Nose:Spirit forward and every bit of its 61.2% alcohol. With dustings of oak and vanilla acting as a support act. Initial wafts of Acetone, pear drops and nail polish underpinned with simple vanilla, baking spices, black pepper and dried coconut. Persistence will uncover some juicy fruit in the form of pineapple and mango chews and a touch of floral heather. Dilution brings a more rounded affair with the sharper alcohol reeled in slightly. Palate:A medium mouthfeel with the dance now being led with floral lavender and our old friend acetone, pear drops once more with a more linier spice offering from oak shavings offering a pleasant hum on the tongue. Added water encourages more tropical fruit and a more disciplined balance between spirit and cask influences. Finish:Mellowing and  medium-long with initial spice dissipating into soft water melon and a touch of thin custard. Comments: A well accomplished dram from a workhorse distillery, offering the purchaser the option of dilution for added balance. Or even a longer maturation to let the angels do their work and bring the symphony into an even greater harmony.";"Originally filled: 25-04-2011";"Cask number: 900062";"Distillery: Miltonduff";NA;"Current age: 13 years old";"Cask type: Bourbon Barrel";"Original filled with: 171.90 litres of alcohol";NA;NA;NA;"New re-gauged bulk litres: 189.24 litres";"Current cask strength: 61.27%"
"1 Bourbon Barrel Of Tullibardine 2005 - Cask 186 - Held In Bond";3565;3100;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bourbon-barrel-of-tullibardine-2005-cask-186-held-in-bond&mproductId=8638548967588&sort_by=p1766765112";"102";"Winning Bid";TRUE;17870;"One cask of Tullibardine Single Malt Scotch Whisky. Distilled 2005. Originally filled on 26/05/2005 into a Bourbon Barrel with 200 bulk Litres. This cask was regauged on 11/09/2018. The regauged litres were found to be approximately 148.2 Bulk litres at a strength of 57.7%. This would currently yield approximately 211 x 70cl bottles of whisky currently at 13 years old This cask is held at Tullibardine Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky Online Auctions Tasting Notes: Tullibardine Cask #186 Colour: Oaked White Wine. Nose: Potted plants in a greenhouse. Lots of greenery, cut grass, cactus, green banana, peppery salad leaves and some rather oily, fatty green fruit notes as well. Lime cordial, gomme syrup, various fruit liqueurs and a fascinating note of mustardy vinagrette. Quite unusual, but big, oily and very inviting with this rather opulent fruitiness. Unlike many other Tullibardines. Continues with notes of gauze, oily rag, marzipan and sweetened herbal extracts. Palate: Big, fatty, spicy, sooty, herbal and rich. There's a rather impressive oiliness and aspects of crisp maltiness, lean bacon fat, turmeric, salted flat breads, muesli, sweet oatmeal and wood glue. Quite unlike most other malt whiskies of similar age. In time it goes towards cod live oil, white flowers and soft waxes. There's also a fermenting, yeasty quality about it - hints of sourdough, fizzy lemon and ink. Finish: Rather long and mouth coating. It's a big, textural, fatty style of distillate. Leaves behind notes of mixed dried herbs, wood spice, glue and strong, earthy teas. Comments: A fascinating cask. Unlike most other contemporary Tullibardines. This one shows real individuality, great texture and a beguiling fruitiness. Could easily be bottled now or left to age for at least another decade quite comfortably. A very fun style of whisky that should make for a great conversation stoker.";NA;"Cask No: 186";"Distillery: Tullibardine";"Distilled: 2005";"Age: 13 years old";"Cask Type: Bourbon Barrel";"Original Fill: Litres of Alcohol 124.6 @ 63.5% Original Bulk Litres 200 @ 63.5%";"Original Fill: Litres of Alcohol 124.6 @ 63.5% Original Bulk Litres 200 @ 63.5%";"Original Fill: Litres of Alcohol 124.6 @ 63.5% Original Bulk Litres 200 @ 63.5%";"New re-gauged: 11/09/2018 - 85.9 litres of Alcohol";"New re-gauged: 148.2 Bulk Litres Current Cask Strength: 57.7%";"New re-gauged: 148.2 Bulk Litres Current Cask Strength: 57.7%"
"1 Barrel Of Girvan 1990 - Cask 166871 - Held In Bond";2990;2600;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-barrel-of-girvan-1990-cask-166871-held-in-bond&mproductId=8638547919012&sort_by=p1766765112";"708";"Winning Bid";TRUE;18570;"One cask of Girvan Single Grain Whisky. Distilled 1990. This cask was regauged on 16/07/2020. The regauged litres were found to be approximately 107.9 Bulk litres at a strength of 57.9%. This would currently yield approximately 154 x 70cl bottles of whisky. This cask is held at Whiskybroker Ltd Scotland. Annual storage costs must be arranged directly with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post-sale. Any costs relating to removal from bond/bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure the buyer's transaction is fully protected, (payment is strictly by money transfer). Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representatives. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Any UK trade buyer must provide their WOWGR certificate before the transfer of ownership can be completed, and must not bid if they don’t hold a valid WOWGR certificate. You the bidder acknowledge and agree that the precise alcoholic strength and volume of liquid may reduce due to natural losses between the date that the Cask was last re-gauged and the date that the Cask is disgorged. You agree to bear the risk of any such losses and understand that a refund will not be available if such losses occur. Whisky Online Auctions Tasting Notes: Girvan 1990 - Cask 166871: Colour: Pale Gold. Nose: Lightly honeyed to begin, also notably fuller in style that many grains of similar age. Some notes of banana bread, sweet breakfast cereals, hessian and sunflower oil. Some slight varnish notes underneath along with shoe polish and new leather. With water: some custard, yellow plums and notes of play-dough and clay. Well balanced. Palate: Rather elegant oiliness, quite punchy with the alcohol but also a notable natural sweetness with flavours of foam sweets, sherbet and icing sugar. Touches of banana and more cooking oils. Good weight and texture to the mouthfeel. With water: more complex and buttery. Sweetened cooking oils, metal polish, fabrics and more confectionary notes. Finish: Good length, again quite full and oily with rapeseed oil, sun lotion, new leather again and more camphor touches. Comments: This is a pretty surprising grain showing unusual weight and a certain flavour profile you might ordinarily associate more with lighter malts or older style Irish Whiskeys. There is certainly a lot to recommend here and it could be bottled straight away as it is, however it would be a shame not to allow this cask to age longer as there could be really quite fascinating potential here with a further 5-10 years of maturation. An excellent and charismatic mature Girvan.";NA;"Cask No: 166871";"Distillery: Girvan";"Distilled: 1990";NA;"Cask Type: Barrel New";NA;NA;NA;"Re-gauged: 16/07/2020 - 62.5 litres of Alcohol";"New re-gauged: 107.9 Bulk Litres Current Cask Strength: 57.9%";"New re-gauged: 107.9 Bulk Litres Current Cask Strength: 57.9%"
"1 Bourbon Barrel Of Tullibardine 2006 - Cask 806 - Held In Bond";2645;2300;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bourbon-barrel-of-tullibardine-2006-cask-806-held-in-bond&mproductId=8638547296420&sort_by=p1766765112";"800";"Winning Bid";TRUE;17471;"One cask of Tullibardine Single Malt Scotch Whisky, originally purchased direct from Tullibardine by the current owners. Distilled 2006. Originally filled into a Bourbon barrel. This cask was regauged on October 2017. The regauged litres were found to be approximately 153.4 Bulk litres at a strength of 57.09%.This would currently yield approximately 219 x 70cl bottles of whisky currently at 11 years old This cask is held in bonded at Tullibardine distillery Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky-Online Auctions Tasting Notes: Colour: Gold. Nose: A warm butterscotch arises at first. Followed by subtle notes of treacle, soft toffee, vanilla ice cream, some wood shavings and candy floss. Quite a confectionary nose this one, but cleanly and vibrantly so. Time reveals some more farmyard touches of wet hay, damp sack cloth and various oils and industrial aspects. Quite straightforwardly ‘highlands’ in style. Palate: The strength is surprisingly shy at first which is a good sign. This has pink grapefruit, foam shrimp sweets, barley sugar, red strawberry laces. A whole sweetie shop full of flavours. Red liquorice, caraway liqueur, some grassy touches perhaps hinting at a dryness peeping through. With time some nutmeg and fresh herbs emerge. Finish: Quite long and lemony with vanilla cream, some slightly salty notes like frying pancetta and touches of grass and rosewater. Comments: A surprisingly lively, flavoursome and idiosyncratic cask of Tullibardine. One that could be bottled now or continue up until around 15 years of age quite easily.";NA;"Cask No: 806";"Distillery: Tullibardine";"Distilled: 2006";"Age: 11 years old";"Cask Type: Bourbon barrel";"Original Filled on 18/12/2006 With: 196 Litres of Alcohol";NA;NA;NA;"Re-gauged: October 2017 - 153.4 Bulk litres Cask";"Strength: 57.09% ABV"
"1 Bonnington 2020 Cask Of Unpeated Single Malt - Cask 0019 - Held In Bond";2300;2000;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bonnington-2020-cask-of-unpeated-single-malt-cask-0019-held-in-bond&mproductId=8415498469540&sort_by=p1766765112";"0121-718-1";"Winning Bid";TRUE;18710;"One Bourbon Barrel Of Bonnington 2020 Of Unpeated Single Malt. Cask number 0019. Held In Bond. This cask would currently yield approximately 271 x 70cl bottles of whisky.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1 Premium Red Wine Hogshead Of Bonnington 2020 Of Peated Single Malt - Cask 0632 - Held In Bond";2300;2000;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-premium-red-wine-hogshead-of-bonnington-2020-of-peated-single-malt-cask-0632-held-in-bond&mproductId=7229893804196&sort_by=p1766765112";"0121-725-1";"Winning Bid";TRUE;18710;"One Premium Red Wine Hogshead Of Bonnington 2020 Of Peated Single Malt. Cask number 0632. Held In Bond. This cask would currently yield approximately 317 x 70cl bottles of whisky.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1 Bourbon Barrel Of Hinch 2022 - Cask 003355 - Held In Bond";1150;1000;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-bourbon-barrel-of-hinch-2022-cask-003355-held-in-bond&mproductId=15651858153853&sort_by=p1766765112";"0725-148";"Winning Bid";TRUE;20404;"One cask of Hinch distilled in 2022 currently maturing at Hinch distillery in Ireland. The new owner must make arrangements directly with the warehouse thereafter. Contact details will be given by the current cask owner. This cask was re-gauged 26-08-2025. The new re-gauged litres were found to be approximately 191.7 bulk litres at a strength of 61.3%. This would currently yield approximately 273 x 70cl bottles. Please note that this cask will be 3 years old by the time this auction has closed on the 12 November 2025. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from the bond or bottling will be the responsibility of the new cask owner. Once payment for this Lot is received from the buyer, the money will be held by Whisky-Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected. Payment is strictly by bank transfer. Non-UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. We can assist you in getting a UK representative if required. Whisky-Online Auctions Tasting Notes: Hinch Cask 003355 61.3% Nose: Cold porridge and orange zest, youthful and full of potential, malted milk and pineapple chunks on fresh bed linen with far off summer meadows. Palate: Pleasantly mouth coating with huge fruits from mango to pear, apricot to pineapple, banana to lychee, melon to cold vanilla custard.. Some underlying toffee brings a hind to richness and body. Finish: Caramel doughnuts with custard centres for and pleasant medium finish. Comments:  Very impressive spirit that requires patients to fulfill its full potential. No perceived “rough edges” just lacking a little finesse that only time and care can provide. If you have these attributes, this cask is for you.";"Originally filled with: 123.07 litres of alcohol";"Cask number: 003355";"Distillery: Hinch";NA;"Age at end of auction: 3 year old";"Cask type: First Fill Bourbon";"Original strength: 63.6%";NA;"Original strength: 63.6%";NA;"New re-gauged bulk litres: 191.7 litres";"Current cask strength: 61.3%"
"1 Hogshead Of Isle Of Jura 1992 - Cask 5487 - Held In Bond";661,25;575;"https://live.whisky-onlineauctions.com/pages/product-history-page?mproduct=1-hogshead-of-isle-of-jura-1992-cask-5487-held-in-bond&mproductId=8638546509988&sort_by=p1766765112";"1256";"Winning Bid";TRUE;17534;"One cask of Isle Of Jura. Distilled 1992. Originally filled into a Hogshead. This cask was regauged on 22/08/2017. The regauged litres were found to be approximately 45.22 Bulk litres at a strength of 32.8%. This would currently yield approximately 64 x 70cl bottles of whisky currently at 25 years old This cask is held in bonded warehouse No 6; Isle of Jura Scotland. Annual storage must be arranged direct with the Warehouse after the sale. Contact details will be given by the current cask owner. Ownership of this cask is auctioned here in bond. The buyer will have ownership transferred to them once payment is processed post sale. Any costs relating to removal from bond / bottling will be the responsibility of the new cask owner. Once payment for this lot is received from the buyer, the money will be held by Whisky Online Ltd and only transferred to the seller once the buyer is in full legal receipt of the cask to ensure buyer's transaction is fully protected, (payment is strictly by money transfer). Non UK based owners/buyers must appoint a Duty Representative to act on his/her behalf for transfer of ownership. Customs & Excise refer to the owners as the representative’s. Please be aware of this regulation before bidding. Whisky Online Auctions Tasting Notes Cask 5487: Colour: Straw Nose: Remarkably polished and redolent with cereal, light tropical and green fruit and a soft peppery note. The oxidative effects at such a natural low cask strength are obvious here but very pleasant and beneficial on the nose. Develops further with notes of coal dust, camphor, pollen and a little wet gravel. Palate: Soft, understandably. Quite extractive as well with notes of green tea, lemon blossom, spice tannins, cinnamon bark and black peppercorns. Some gingery notes and a little tarry aspect. Globally very soft but with good flavours. Finish: Good length considering the strength. Meadowsweet, fruit gums, tea tree oil and lanolin. Comments: On its own this is too weak to legally be called whisky, but as a component to vat with a younger or higher abv whisky it could work extremely well. Especially with one of the other, higher abv, sister casks of Jura.";NA;"Cask No: 5487";"Distillery: Isle Of Jura";"Distilled: 1992";"Age: 25 years old";"Cask Type: Hogshead";NA;"Original Filled on 21/10/1992 With: 222 Bulk Litres";NA;NA;"Re-gauged: 22/08/2017 - 45.22 Bulk litres Cask Strength: 32.8% ABV";"Re-gauged: 22/08/2017 - 45.22 Bulk litres Cask Strength: 32.8% ABV"
